tweet,is_retweet,retweeted,mentioned,hashtags,clean_tweet
"@GodEmpanada Supposed anarchists and communists that support Ukraine would have supported:
- The Afghans against th… https://t.co/l2MDD08S54",False,[],['@GodEmpanada'],[], suppos anarchist communist support ukrain would support afghan th 
RT @Billbrowder: Kremlin Freaks at Plan to Seize Russian Oligarchs’ London Properties Over Ukraine. Good. It means we’re hitting them where…,True,['@Billbrowder'],[],[], kremlin freak plan seiz russian oligarch london properti ukrain good mean hit 
"Coward @JustinTrudeau in hiding, worrying about Ukraine’s “territorial integrity” while simultaneously violating Ca… https://t.co/XLk9YU7cub",False,[],['@JustinTrudeau'],[],coward hide worri ukrain territori integr simultan violat ca 
"Russia-Ukraine conflict: How the showdown between neighbors came to be

https://t.co/LT7t5hK1ms",False,[],[],[],russia ukrain conflict showdown neighbor came 
The Russian Federation's army of occupation in the east of Ukraine is composed of the so-called 1st (Donetsk) and 2… https://t.co/2ShQZaz8cG,False,[],[],[],russian feder armi occup east ukrain compos call st donetsk  
"Ukraine’s president, Volodymyr Zelenskiy, is a lone voice of reason in stand-off with Russia | @marydejevsky… https://t.co/o0Nfhne1W2",False,[],['@marydejevsky'],[],ukrain presid volodymyr zelenskiy lone voic reason stand russia 
"RT @GlasnostGone: Goodnight #Ukraine. Stay safe on the frontline people. And remember, cats also like flak jackets. https://t.co/ii9tfLCbFm",True,['@GlasnostGone'],[],['#Ukraine'], goodnight ukrain stay safe frontlin peopl rememb cat also like flak jacket 
I'm confused when did we escalte from sending some Javalins we had in a dusty corner to Ukraine  to diving headfirs… https://t.co/AwTXHvcA46,False,[],[],[],confus escalt send javalin dusti corner ukrain dive headfir 
RT @TheInsiderPaper: JUST IN: Russia accuses US of trying to create 'hysteria' over Ukraine with UN meeting,True,['@TheInsiderPaper'],[],[], russia accus us tri creat hysteria ukrain un meet
"RT @goodblackdude: KIRBY: “We’re NOT going to see American troops on the ground, in combat with the Russians in Ukraine. He has made clear…",True,['@goodblackdude'],[],[], kirbi go see american troop ground combat russian ukrain made clear 
"RT @ChristopherJM: 🇺🇦 NEW: Ukraine’s Far-Right Forces See An Opportunity In Russia’s Invasion Threat To Grow Their Violent Movement 

My la…",True,['@ChristopherJM'],[],[], 🇺🇦 new ukrain far right forc see opportun russia invas threat grow violent movement la 
RT @nypost: Classified 2016 email shows US diplomat warning of Hunter Biden deals in Ukraine https://t.co/cV0LSnRuxC https://t.co/KoQARlSL5Y,True,['@nypost'],[],[], classifi  email show us diplomat warn hunter biden deal ukrain 
"RT @therecount: “If you are digesting Russian misinformation and parroting Russian talking points, you are not aligned with … American valu…",True,['@therecount'],[],[], digest russian misinform parrot russian talk point align american valu 
"@HawleyMO

YOU ... must decide 

Whether YOU are a MORON!

RUSSIA &amp; CCP are co-operating

AGAINST OUR COUNTY !

WHA… https://t.co/ZfacZ1isOb",False,[],['@HawleyMO'],[], must decid whether moron russia amp ccp co oper counti wha 
RT @joncoopertweets: BREAKING: GOP Sen. Josh Hawley is calling on the Biden administration to DROP longstanding U.S. support for Ukraine’s…,True,['@joncoopertweets'],[],[], break gop sen josh hawley call biden administr drop longstand u support ukrain 
RT @nahaltoosi: NEW: Advocates of a more restrained US foreign policy aren’t quite sure how to deal with a tricky case like Ukraine. “The p…,True,['@nahaltoosi'],[],[], new advoc restrain us foreign polici quit sure deal tricki case like ukrain p 
"RT @cepa: LIVE NOW - As Russian aggression towards Ukraine escalates, @general_ben testifies at @HelsinkiComm hearing to help assess the re…",True,['@cepa'],"['@general_ben', '@HelsinkiComm']",[], live russian aggress toward ukrain escal testifi hear help assess 
"RT @RepCawthorn: The path to American national security does not lie in American international interventionism. 

It lies in securing our s…",True,['@RepCawthorn'],[],[], path american nation secur lie american intern intervention lie secur 
@TheAngelKing47 I stand firm western EU needs a reality check just about as bad as the dem establishment..have Ukra… https://t.co/wn5LKvycvt,False,[],['@TheAngelKing47'],[], stand firm western eu need realiti check bad dem establish ukra 
RT @TimJDillon: Nice of the media to take a break from starting a war in the Ukraine to defame a podcaster for a week straight before going…,True,['@TimJDillon'],[],[], nice media take break start war ukrain defam podcast week straight go 
RT @Ilhan: Rep. Omar’s statement on the proposed Ukraine defense package: https://t.co/q5JaynhhFY,True,['@Ilhan'],[],[], rep omar statement propos ukrain defens packag 
"RT @RALee85: As expected, it appears Russia has deployed Krasukha-4 EW systems to Belarus, which were previously seen on trains. If Russia…",True,['@RALee85'],[],[], expect appear russia deploy krasukha  ew system belaru previous seen train russia 
RT @OccupyDemocrats: BREAKING: Republican Rep. Adam Kinzinger calls pro-insurrectionist Sen. Josh Hawley “one of the worst human beings” an…,True,['@OccupyDemocrats'],[],[], break republican rep adam kinzing call pro insurrectionist sen josh hawley one worst human be 
RT @JackPosobiec: AOC went on TV to talk about Ukraine-Russia and seriously brought up climate change,True,['@JackPosobiec'],[],[], aoc went tv talk ukrain russia serious brought climat chang
"RT @BorisJohnson_MP: Just had a very productive call with Vladimir Putin, in which I suggested he didn't invade Ukraine and he called me an…",True,['@BorisJohnson_MP'],[],[], product call vladimir putin suggest invad ukrain call 
"RT @kyledcheney: INBOX: Lt. Col. Vindman sues Trump Jr., Scavino, Giuliani and Julia Hahn for attacks he faced during the 2019 impeachment…",True,['@kyledcheney'],[],[], inbox lt col vindman sue trump jr scavino giuliani julia hahn attack face  impeach 
RT @whatgives1313: Why is Joe sending our troops to Ukraine???,True,['@whatgives1313'],[],[], joe send troop ukrain 
"RT @Reuters: President Joe Biden's administration announced the deployment of nearly 3,000 American troops to Eastern Europe in the coming…",True,['@Reuters'],[],[], presid joe biden administr announc deploy nearli   american troop eastern europ come 
RT @Ilhan: Rep. Omar’s statement on the proposed Ukraine defense package: https://t.co/q5JaynhhFY,True,['@Ilhan'],[],[], rep omar statement propos ukrain defens packag 
RT @nypost: White House no longer calling Russia invasion of Ukraine 'imminent' https://t.co/JlHWs0PlH6 https://t.co/y43Q7NtTmz,True,['@nypost'],[],[], white hous longer call russia invas ukrain immin 
« China’s BRI and agricultural needs led Beijing to seek partnership with Ukraine. Now Russia’s military build-up h… https://t.co/6uP93He7UE,False,[],[],[],« china bri agricultur need led beij seek partnership ukrain russia militari build h 
"RT @Acosta: Star witness in Ukraine impeachment saga sues Trump allies and alleges conspiracy to intimidate him
https://t.co/Hi1TAalT5c",True,['@Acosta'],[],[], star wit ukrain impeach saga sue trump alli alleg conspiraci intimid 
"RT @lindyli: Josh Hawley asks Biden to drop support for Ukraine’s NATO membership

Blocked our national security nominees for months, endan…",True,['@lindyli'],[],[], josh hawley ask biden drop support ukrain nato membership block nation secur nomine month endan 
"RT @Fahey9Fahey: Russia has more than 100,000 troops on Ukraine border and growing. Biden sending 3,000 US troops. Just like he sent an ins…",True,['@Fahey9Fahey'],[],[], russia   troop ukrain border grow biden send   us troop like sent in 
"@AdamKinzinger Next we'll read: ""Hawley, Tucker, and FoxNews call for sending US troops to support Russia in its in… https://t.co/czvEuJdCQB",False,[],['@AdamKinzinger'],[], next read hawley tucker foxnew call send us troop support russia 
RT @Sara__Firth: This is the answer you usually get when you ask frontline soldiers about the assessments of another large scale invasion o…,True,['@Sara__Firth'],[],[], answer usual get ask frontlin soldier assess anoth larg scale invas 
"RT @Tigerstolly: @10DowningStreet Leading the West!

“PM squirmed during a press conference in Ukraine when he was asked by the internation…",True,['@Tigerstolly'],[],[], downingstreet lead west pm squirm press confer ukrain ask intern 
RT @RonnyJacksonTX: Biden is prepared to send thousands of troops to fight for Ukraine’s border but leaves our border TOTALLY OPEN! He serv…,True,['@RonnyJacksonTX'],[],[], biden prepar send thousand troop fight ukrain border leav border total open serv 
RT @RonnyJacksonTX: Biden is prepared to send thousands of troops to fight for Ukraine’s border but leaves our border TOTALLY OPEN! He serv…,True,['@RonnyJacksonTX'],[],[], biden prepar send thousand troop fight ukrain border leav border total open serv 
"RT @MuradGazdiev: ❗️Russian invasion of Ukraine no longer “imminent”, says the White House, which had promised a Russian invasion every day…",True,['@MuradGazdiev'],[],[], ❗️russian invas ukrain longer immin say white hous promis russian invas everi day 
"RT @BenjaminNorton: Welp, another propaganda bubble just burst: The US government is now walking back its claim that a supposed Russian inv…",True,['@BenjaminNorton'],[],[], welp anoth propaganda bubbl burst us govern walk back claim suppos russian inv 
RT @NickAdamsinUSA: The American people are STILL waiting for the transcript of Joe Biden’s Ukraine call.,True,['@NickAdamsinUSA'],[],[], american peopl still wait transcript joe biden ukrain call 
"RT @MN_Kel: Let me this straight. We are sending OUR American troops to Ukraine, a country that is not a part of NATO,but we won't send the…",True,['@MN_Kel'],[],[], let straight send american troop ukrain countri part nato send 
RT @Ilhan: You can also read the full statement here: https://t.co/dHewdU3f9T,True,['@Ilhan'],[],[], also read full statement 
"RT @BorisJohnson_MP: Just had a very productive call with Vladimir Putin, in which I suggested he didn't invade Ukraine and he called me an…",True,['@BorisJohnson_MP'],[],[], product call vladimir putin suggest invad ukrain call 
"RT @MeidasTouch: In a special episode on Ukraine, Olga and Mo cut to the heart of Putin’s escalating threat to Ukraine. A new Kremlin File…",True,['@MeidasTouch'],[],[], special episod ukrain olga mo cut heart putin escal threat ukrain new kremlin file 
"RT @MelnykAndrij: ‼️Ukrainians are disappointed about German government’s unjust refusal to deliver defensive weapons to 🇺🇦‼️

‼️”This 🇩🇪os…",True,['@MelnykAndrij'],[],[], ‼️ukrainian disappoint german govern unjust refus deliv defens weapon 🇺🇦‼️ ‼️ 🇩🇪o 
"U.S. to maneuver 3,000 troops nearer to Ukraine as Russia disaster escalates - Newsworldpress @… https://t.co/d6T6K53OHH",False,[],[],[],u maneuv   troop nearer ukrain russia disast escal newsworldpress 
RT @POLITICOEurope: German Chancellor Olaf Scholz says he will “soon” travel to Moscow to meet Russian President Vladimir Putin amid critic…,True,['@POLITICOEurope'],[],[], german chancellor olaf scholz say soon travel moscow meet russian presid vladimir putin amid critic 
"“Ms Truss,your knowledge of history is nothing compared to your knowledge of geography. If anyone needs saving from… https://t.co/38b1M7MVvC",False,[],[],[], ms truss knowledg histori noth compar knowledg geographi anyon need save 
It's time for me to flee ukraine (that's what I call jancking off),False,[],[],[],time flee ukrain call janck 
"RT @JRubinBlogger: old enough to remember when Rs weren't weaklings and Russian stooges
https://t.co/FB9wSvDWDE",True,['@JRubinBlogger'],[],[], old enough rememb rs weakl russian stoog 
"RT @jsolomonReports: Lawyer says recently released document on Hunter Biden- Ukraine only the tip of iceberg | Just the News
https://t.co/J…",True,['@jsolomonReports'],[],[], lawyer say recent releas document hunter biden ukrain tip iceberg news 
RT @RonnyJacksonTX: Biden is prepared to send thousands of troops to fight for Ukraine’s border but leaves our border TOTALLY OPEN! He serv…,True,['@RonnyJacksonTX'],[],[], biden prepar send thousand troop fight ukrain border leav border total open serv 
Putin is looking to exploit divisions of opinion among European leaders over the future of NATO &amp; Ukraine.… https://t.co/8o1bJmpSkH,False,[],[],[],putin look exploit divis opinion among european leader futur nato amp ukrain 
RT @Reuters: U.S. aircraft carrier runs drills in Adriatic amid Russia-Ukraine tension https://t.co/CFIr978sBc https://t.co/nzdZKrrio1,True,['@Reuters'],[],[], u aircraft carrier run drill adriat amid russia ukrain tension 
"RT @mdsynic: While BBM dodged a panel that was partial to him, Leni gracefully provided rejoinders to one of her harshest critics in Contre…",True,['@mdsynic'],[],[], bbm dodg panel partial leni grace provid rejoind one harshest critic contr 
"RT @therecount: “If you are digesting Russian misinformation and parroting Russian talking points, you are not aligned with … American valu…",True,['@therecount'],[],[], digest russian misinform parrot russian talk point align american valu 
"@SolLucetSemper @vladan_vyhnalek @B_Proactv @RT_com Russia's doing fine. Regarding Ukraine, it can do whatever it w… https://t.co/O5ijIeViGH",False,[],"['@SolLucetSemper', '@vladan_vyhnalek', '@B_Proactv', '@RT_com']",[], russia fine regard ukrain whatev w 
"RT @jsolomonReports: Lawyer says recently released document on Hunter Biden- Ukraine only the tip of iceberg | Just the News
https://t.co/J…",True,['@jsolomonReports'],[],[], lawyer say recent releas document hunter biden ukrain tip iceberg news 
RT @RonnyJacksonTX: Biden is prepared to send thousands of troops to fight for Ukraine’s border but leaves our border TOTALLY OPEN! He serv…,True,['@RonnyJacksonTX'],[],[], biden prepar send thousand troop fight ukrain border leav border total open serv 
"RT @jeff_kaye: In essence, Hawley is arguing against a 2-front war, claiming the campaign over Ukraine weakens U.S. war aims against China.…",True,['@jeff_kaye'],[],[], essenc hawley argu  front war claim campaign ukrain weaken u war aim china 
"RT @jsolomonReports: Lawyer says recently released document on Hunter Biden- Ukraine only the tip of iceberg | Just the News
https://t.co/J…",True,['@jsolomonReports'],[],[], lawyer say recent releas document hunter biden ukrain tip iceberg news 
RT @OccupyDemocrats: BREAKING: Republican Rep. Adam Kinzinger calls pro-insurrectionist Sen. Josh Hawley “one of the worst human beings” an…,True,['@OccupyDemocrats'],[],[], break republican rep adam kinzing call pro insurrectionist sen josh hawley one worst human be 
"RT @ABCWorldNews: PUTIN BREAKS SILENCE: As more U.S. military aid arrives in Ukraine, Russian President Vladimir Putin is accusing America…",True,['@ABCWorldNews'],[],[], putin break silenc u militari aid arriv ukrain russian presid vladimir putin accus america 
"Let me sum it up for you in one sentence:
“Ukraine, you hang on there on your own, wish you good luck in your futur… https://t.co/S14RgPE1VE",False,[],[],[],let sum one sentenc ukrain hang wish good luck futur 
"RT @felixsater: US diplomat warned about Hunter Biden, Ukraine deals in 2016 https://t.co/kwBfAkcZsU",True,['@felixsater'],[],[], us diplomat warn hunter biden ukrain deal  
Hmmm...wondering if Ukraine is not happy that this feckless admin has put them in Russia crosshairs...and threateni… https://t.co/8incYxVwr2,False,[],[],[],hmmm wonder ukrain happi feckless admin put russia crosshair threateni 
RT @JackPosobiec: AOC went on TV to talk about Ukraine-Russia and seriously brought up climate change,True,['@JackPosobiec'],[],[], aoc went tv talk ukrain russia serious brought climat chang
RT @TimJDillon: Nice of the media to take a break from starting a war in the Ukraine to defame a podcaster for a week straight before going…,True,['@TimJDillon'],[],[], nice media take break start war ukrain defam podcast week straight go 
"RT @BorisJohnson_MP: Just had a very productive call with Vladimir Putin, in which I suggested he didn't invade Ukraine and he called me an…",True,['@BorisJohnson_MP'],[],[], product call vladimir putin suggest invad ukrain call 
@BMeiselas Here are some of the Russian options to engage Ukraine. https://t.co/SeyytLDLyE,False,[],['@BMeiselas'],[], russian option engag ukrain 
"RT @mehdirhasan: Folks keep telling me it should be Ukraine's choice whether it joins NATO. That's not how NATO, or any other club, works.…",True,['@mehdirhasan'],[],[], folk keep tell ukrain choic whether join nato nato club work 
"RT @ABCPolitics: White House press sec. Jen Psaki responds to GOP Sen. Josh Hawley’s remarks on Ukraine and NATO. 

“If you are digesting R…",True,['@ABCPolitics'],[],[], white hous press sec jen psaki respond gop sen josh hawley remark ukrain nato digest r 
"RT @Reuters: Russia's Putin, UK's Johnson discussed Ukraine, security issues - Kremlin https://t.co/dsE1NCgvjK https://t.co/nL3UttvKWh",True,['@Reuters'],[],[], russia putin uk johnson discuss ukrain secur issu kremlin 
Russia’s Wagner Group Moved To Ukraine l How Putin Uses The Mercenaries ... https://t.co/EHZxDTZyGU,False,[],[],[],russia wagner group move ukrain l putin use mercenari 
RT @Sara__Firth: Watch this Ukrainian soldier’s response when we ask him ‘do you think the war between #Russia &amp; #Ukraine will end soon?...…,True,['@Sara__Firth'],[],"['#Russia', '#Ukraine']", watch ukrainian soldier respons ask ‘do think war russia amp ukrain end soon 
"RT @RepMTG: With Biden threatening war with nuclear Russia, it’s time for the Judiciary Committee to take up Congresswoman Greene’s first s…",True,['@RepMTG'],[],[], biden threaten war nuclear russia time judiciari committe take congresswoman green first 
“Putin Is Angry Zelensky Has Arrested His Closet Friend for TREASON. Vlad is coming to get him out.” - The Untold S… https://t.co/Pes1AT3MG7,False,[],[],[], putin angri zelenski arrest closet friend treason vlad come get untold 
"RT @WashTimes: GOP lawmaker returns from Ukraine, gives Biden a C+ for handling Russia-Ukraine crisis https://t.co/FnOQ2YtS0e",True,['@WashTimes'],[],[], gop lawmak return ukrain give biden c handl russia ukrain crisi 
"Ukraine requires peaceable resolution to Russian navy buildup as Russia, U.S. spar at U.N. assembly - Newsworldpres… https://t.co/m7wmrn1vXZ",False,[],[],[],ukrain requir peaceabl resolut russian navi buildup russia u spar u n assembl newsworldpr 
"RT @nytimes: Ukraine’s foreign minister, Dmytro Kuleba, said he does not oppose the U.S. plan to defuse tensions with Russia. “There are no…",True,['@nytimes'],[],[], ukrain foreign minist dmytro kuleba said oppos u plan defus tension russia 
RT @mhmck: If Hungary believes Russia’s demands are reasonable it should leave NATO. If it believes sanctions are useless then Hungary shou…,True,['@mhmck'],[],[], hungari believ russia demand reason leav nato believ sanction useless hungari shou 
"RT @mhmck: Britain and Poland supply or will supply defensive weapons to Ukraine. Their prime ministers visit Kyiv this week.

Germany and…",True,['@mhmck'],[],[], britain poland suppli suppli defens weapon ukrain prime minist visit kyiv week germani 
RT @Ilhan: Rep. Omar’s statement on the proposed Ukraine defense package: https://t.co/q5JaynhhFY,True,['@Ilhan'],[],[], rep omar statement propos ukrain defens packag 
"@Anthony_14gg @Peter_Nimitz I'd say loss of population accounts for 50% of decline in energy consumption, improveme… https://t.co/7jiypmFBQJ",False,[],"['@Anthony_14gg', '@Peter_Nimitz']",[], say loss popul account  declin energi consumpt improvem 
"@JohnCornyn John, the weather is important, but we've got this.

Maybe do something about members of your party who… https://t.co/5ETIpgaD3i",False,[],['@JohnCornyn'],[], john weather import got mayb someth member parti 
RT @CGTNOfficial: Sweden will launch a new fund of about 50 million Swedish crowns (US$5.4 million) over three years to support economic de…,True,['@CGTNOfficial'],[],[], sweden launch new fund  million swedish crown us   million three year support econom de 
"RT @BorisJohnson_MP: Just had a very productive call with Vladimir Putin, in which I suggested he didn't invade Ukraine and he called me an…",True,['@BorisJohnson_MP'],[],[], product call vladimir putin suggest invad ukrain call 
"@RepMTG @WashTimes It’s probably because we would rather support Ukraine rather than Russia, who is still our enemy.",False,[],"['@RepMTG', '@WashTimes']",[], probabl would rather support ukrain rather russia still enemi 
"RT @NTenzer: It makes my day.
At least one good point for Germany (not speaking of the others which are less: no delivery of letal weapons…",True,['@NTenzer'],[],[], make day least one good point germani speak other less deliveri letal weapon 
@je_suis_free @SM_123 @yesihavereadit @Farhan68020698 @phapha565532830 @BeejPrice @meknowhu @lord_skeptic… https://t.co/xdaE5HtHp6,False,[],"['@je_suis_free', '@SM_123', '@yesihavereadit', '@Farhan68020698', '@phapha565532830', '@BeejPrice', '@meknowhu', '@lord_skeptic']",[], 
"RT @petluver4Trump: Whatever happened to the phone call transcript between Joe and the president of Ukraine?

Already old news?🤔🤔",True,['@petluver4Trump'],[],[], whatev happen phone call transcript joe presid ukrain alreadi old news 🤔🤔
@abigailmarone Are you Putin proud also? Hawley is spewing some very dangerous unamerican talk. Is Josh Hawley favo… https://t.co/wX0XkDf8rv,False,[],['@abigailmarone'],[], putin proud also hawley spew danger unamerican talk josh hawley favo 
"RT @Kevinliptakcnn: The White House says it's no longer using the word ""imminent"" to describe the potential for a Russian invasion of Ukrai…",True,['@Kevinliptakcnn'],[],[], white hous say longer use word immin describ potenti russian invas ukrai 
"RT @glennbeck: Former President Trump tells me how he would deter Putin from invading Ukraine: ""I think 2 weeks ago he had no intention of…",True,['@glennbeck'],[],[], former presid trump tell would deter putin invad ukrain think  week ago intent 
"RT @RealProgressUS: ""Raytheon, Lockheed Martin &amp; General Dynamics are also funders of the influential think tank, Center for Strategic &amp; In…",True,['@RealProgressUS'],[],[], raytheon lockhe martin amp gener dynam also funder influenti think tank center strateg amp 
"Dr Maria Harriet Stack sings with Norah Jones #JusticeForDrMariaHarrietStack  https://t.co/9mw8kyyHYc 
World news
·… https://t.co/RGfhJZYfcv",False,[],[],['#JusticeForDrMariaHarrietStack'],dr maria harriet stack sing norah jone justicefordrmariaharrietstack world news · 
"RT @petluver4Trump: Whatever happened to the phone call transcript between Joe and the president of Ukraine?

Already old news?🤔🤔",True,['@petluver4Trump'],[],[], whatev happen phone call transcript joe presid ukrain alreadi old news 🤔🤔
"RT @nytimes: Ukraine’s foreign minister, Dmytro Kuleba, said he does not oppose the U.S. plan to defuse tensions with Russia. “There are no…",True,['@nytimes'],[],[], ukrain foreign minist dmytro kuleba said oppos u plan defus tension russia 
RT @intelquarterly: Russia-Ukraine part 2: A look at the military and geopolitical choices facing Putin https://t.co/zDKa48baAY,True,['@intelquarterly'],[],[], russia ukrain part  look militari geopolit choic face putin 
RT @TheJordanRachel: Why is Joe Biden deploying troops to protect Ukraine’s border but not ours?,True,['@TheJordanRachel'],[],[], joe biden deploy troop protect ukrain border 
"RT @joekent16jan19: Biden deploying troops to Ukraine is a reckless escalation, Congress must act, freeze all funding for troop deployments…",True,['@joekent16jan19'],[],[], biden deploy troop ukrain reckless escal congress must act freez fund troop deploy 
"RT @jsolomonReports: Lawyer says recently released document on Hunter Biden- Ukraine only the tip of iceberg | Just the News
https://t.co/J…",True,['@jsolomonReports'],[],[], lawyer say recent releas document hunter biden ukrain tip iceberg news 
"@RubenGallego But, with respect Congressman, arguments around 'appeasement' and 'deterrence' aside, none of what yo… https://t.co/UeysEX62N3",False,[],['@RubenGallego'],[], respect congressman argument around appeas deterr asid none yo 
@GASLlGHTER Ukraine boutta be Afghanistan 2.0 but hey I'm not Army so can't relate 🤠,False,[],['@GASLlGHTER'],[], ukrain boutta afghanistan   hey armi relat 🤠
"RT @BaddCompani: Why did DFG trash Alexander Vindman

One, He's a Patriot and served His Country, the US, and he just happens to be from Ky…",True,['@BaddCompani'],[],[], dfg trash alexand vindman one patriot serv countri us happen ky 
"RT @Reuters: President Joe Biden's administration announced the deployment of nearly 3,000 American troops to Eastern Europe in the coming…",True,['@Reuters'],[],[], presid joe biden administr announc deploy nearli   american troop eastern europ come 
"RT @ABCPolitics: White House press sec. Jen Psaki responds to GOP Sen. Josh Hawley’s remarks on Ukraine and NATO. 

“If you are digesting R…",True,['@ABCPolitics'],[],[], white hous press sec jen psaki respond gop sen josh hawley remark ukrain nato digest r 
"RT @FoxNews: Arizona attorney general: Biden sending US troops to secure Ukraine border is 'height of hypocrisy'

https://t.co/IgGcrorlVF",True,['@FoxNews'],[],[], arizona attorney gener biden send us troop secur ukrain border height hypocrisi 
The whole Ukraine and Russia situation is kind of wild worst case scenario we are looking at the start of world war 3,False,[],[],[],whole ukrain russia situat kind wild worst case scenario look start world war 
"RT @RTErdogan: @ZelenskyyUa We keep a close eye on the challenges faced by Ukraine and the tension in the region. 

Türkiye, as a Black Sea…",True,['@RTErdogan'],['@ZelenskyyUa'],[], keep close eye challeng face ukrain tension region türkiy black sea 
RT @trpresidency: President @RTErdogan in Ukraine https://t.co/0dgclUu6sA,True,['@trpresidency'],['@RTErdogan'],[], presid ukrain 
RT @RVAwonk: Just in: The US has acquired intelligence about a Russian plan to fabricate a pretext for an invasion of Ukraine using a faked…,True,['@RVAwonk'],[],[], us acquir intellig russian plan fabric pretext invas ukrain use fake 
"RT @RichardEngel: Western intel official confirms to @NBCNews Russian plan to release fake video to justify Ukraine invasion.
Video would a…",True,['@RichardEngel'],['@NBCNews'],[], western intel offici confirm russian plan releas fake video justifi ukrain invas video would 
"Ukraine Calls for EU, US to Release Sanction Plans to Deter Russia | https://t.co/RzqOdGseQG https://t.co/rfU4keqGZB via @Newsmax",False,[],['@Newsmax'],[],ukrain call eu us releas sanction plan deter russia via 
"@the_shoe_yes The stronger Ukraine is, the more likely peace is. The only actor “escalating tensions” here is Vladimir Putin",False,[],['@the_shoe_yes'],[], stronger ukrain like peac actor escal tension vladimir put
"RT @JRubinBlogger: In case anyone needed a reminder of the danger of prematurely pronouncing Biden a failure, take a look at the events of…",True,['@JRubinBlogger'],[],[], case anyon need remind danger prematur pronounc biden failur take look event 
"RT @washingtonpost: Pro-Moscow separatists once marched in this Ukraine border city. Now it’s standing against Russia.

https://t.co/K3iF7e…",True,['@washingtonpost'],[],[], pro moscow separatist march ukrain border citi stand russia 
"RT @EndGameWW3: Kyiv, Ankara to expand production of Bayraktar drones in Ukraine 
https://t.co/gPa6MyDMqc",True,['@EndGameWW3'],[],[], kyiv ankara expand product bayraktar drone ukrain 
"RT @ryanl_hass: 1/ As Xi and Putin prepare to meet in Beijing in the coming hours, I expect there will be a new wave of commentary about ho…",True,['@ryanl_hass'],[],[],  xi putin prepar meet beij come hour expect new wave commentari ho 
RT @TimothyDSnyder: 4/6. Progressives know that the president of Ukraine represents a traditionally oppressed minority. @USProgressives @AO…,True,['@TimothyDSnyder'],"['@USProgressives', '@AO']",[],   progress know presid ukrain repres tradit oppress minor 
"RT @Russian_Starr: Hello from Ukraine,

Please remember that humans live here. Your media coverage should consider the humans who aren't in…",True,['@Russian_Starr'],[],[], hello ukrain pleas rememb human live media coverag consid human 
"RT @boxingscene: Wladimir Klitschko Enlists in Ukraine's Reserve Army, Vows To Defend Against Russian Invasion https://t.co/r4xNDbqMP2 http…",True,['@boxingscene'],[],[], wladimir klitschko enlist ukrain reserv armi vow defend russian invas 
"RT @ubco2: The Russian people do not control their state. They are subjects, but the Ukrainian people do control theirs. They are citizens.…",True,['@ubco2'],[],[], russian peopl control state subject ukrainian peopl control citizen 
"RT @27khv: What @anneapplebaum doesn’t reveal is that she’s been employed by @cepa, a Washington &amp; Warsaw based lobby group, which is funde…",True,[],"['@anneapplebaum', '@cepa']",[],rt khv reveal employ washington amp warsaw base lobbi group fund 
"RT @RepAdamSchiff: First, Cruz begs forgiveness for saying Jan 6 attackers were terrorists.

Now, Hawley echoes the Kremlin, questioning if…",True,['@RepAdamSchiff'],[],[], first cruz beg forgiv say jan  attack terrorist hawley echo kremlin question 
RT @Tristanshouts: Why does @AP_Politics have a Russian apologist reporter covering the State Department? Matt Lee consistently downplays t…,True,['@Tristanshouts'],['@AP_Politics'],[], russian apologist report cover state depart matt lee consist downplay 
RT @TimothyDSnyder: 3/6. Progressives know that Ukraine has meaningful elections and Russia does not. @USProgressives @AOC #Ukraine,True,['@TimothyDSnyder'],"['@USProgressives', '@AOC']",['#Ukraine'],   progress know ukrain meaning elect russia ukrain
RT @RVAwonk: Just in: The US has acquired intelligence about a Russian plan to fabricate a pretext for an invasion of Ukraine using a faked…,True,['@RVAwonk'],[],[], us acquir intellig russian plan fabric pretext invas ukrain use fake 
"Turned on @MSNBC for 1st time in weeks bcuz so much happening. 
-Isis Op
-Russia deepfake
-TX blackout
-Biden NYC t… https://t.co/GG8cd6pWiY",False,[],['@MSNBC'],[],turn st time week bcuz much happen isi op russia deepfak tx blackout biden nyc 
"RT @JaySekulow: After CNN cover-ups &amp; mixed messaging coming out of the White House following Pres. Biden &amp; Pres. Zelensky’s phone call, we…",True,['@JaySekulow'],[],[], cnn cover up amp mix messag come white hous follow pre biden amp pre zelenski phone call 
"RT @Hamletgarcia17: How is it that none of these psychopathic leaders came out with a war, conflict when #Trump was president,45th is so ch…",True,['@Hamletgarcia17'],[],['#Trump'], none psychopath leader came war conflict trump presid th ch 
RT @TimothyDSnyder: 1/6. Progressives know that Russian imperialism is driven by oligarchy. @USProgressives @AOC #Ukraine,True,['@TimothyDSnyder'],"['@USProgressives', '@AOC']",['#Ukraine'],   progress know russian imperi driven oligarchi ukrain
RT @kelly2277: 🤔Who else thinks that Russia was planning on giving @foxnews and @TuckerCarlson their fake video of a staged military maneuv…,True,['@kelly2277'],"['@foxnews', '@TuckerCarlson']",[], 🤔who els think russia plan give fake video stage militari maneuv 
"Arizona attorney general: Biden sending US troops to secure Ukraine border is 'height of hypocrisy' 
https://t.co/SfWs1K9M01",False,[],[],[],arizona attorney gener biden send us troop secur ukrain border height hypocrisi 
